15822,14805.095
15823,14410.518
15824,16332.858
15825,14732.227
15827,15313.883
15828,16028.595
15829,14766.92
15830,16227.277
15831,21816.982
15832,18918.555
15833,21800.482
15834,14722.947
15836,15868.814
15838,16075.053
15840,18660.176
15841,15254.088
15842,17462.63
15843,15718.456
15844,16299.426
15845,19660.273
15846,18607.49
15847,15651.647
15848,16802.145
15849,16107.445
15850,17871.664
15851,18010.568
15852,8526.664
15853,11753.714
15854,11384.881
15855,14455.461
15856,15186.007
15857,12099.477
15858,13810.284
15859,12063.656
15860,12188.007
15861,16412.027
15862,13085.466
15863,13510.372
15864,20362.838
15865,20224.473
15866,18950.426
15867,16863.893
15868,19311.008
15869,16980.488
15870,13516.715
15871,17564.889
15873,18628.578
15874,12257.588
15875,10664.635
15876,10305.652
15877,12333.7705
15878,8504.978
15879,11742.504
15880,13642.048
15881,12436.662
15882,11062.905
15883,10237.304
15884,9514.813
15885,11333.248
15887,10011.972
15888,12125.276
15889,11237.353
15890,17397.676
15891,14897.724
15892,17493.592
15893,16507.299
15894,16919.316
15895,15587.495
15897,18264.889
15898,16749.428
15899,13895.304
15900,29075.066
15901,35240.38
15902,35024.516
15903,34993.445
15904,31682.14
15905,31782.814
15906,35164.47
15907,35356.73
15908,25588.83
15909,25456.834
15910,26189.75
15912,25164.762
15913,27923.578
15914,27434.45
15915,25048.46
15916,24049.39
15918,23922.98
15919,27475.69
15920,25476.984
15921,23255.393
15922,24892.924
15923,22643.898
15924,23771.533
15925,21967.27
15926,29573.656
15927,23536.63
15928,24770.88
15929,15497.788
15930,13686.432
15932,13721.122
15933,11415.758
15934,16073.835
15935,15128.986
15936,9146.649
15937,8740.984
15939,9115.048
15940,8953.655
15941,9791.593
15942,11650.836
15943,15411.818
15944,15083.531
15945,15413.235
15947,14498.902
15949,16306.57
15950,17665.664
15951,17348.955
15952,31142.629
15953,24795.945
15954,22901.19
15955,26357.863
15957,22870.08
15958,25384.068
15959,27255.625
15960,6922.0713
15961,5481.9136
15962,6570.0825
15963,6694.842
15964,6524.1387
15965,7705.9873
15966,8615.924
15967,13154.466
15968,11698.25
15969,9519.425
15970,14263.418
15971,11614.127
15972,17981.133
15973,15954.632
15974,6074.507
16239,6773.4946
16240,6822.7134
16241,6028.064
16243,6646.9546
16244,5901.1943
16246,8952.803
16247,8163.831
16248,22968.576
16249,14533.753
16252,7225.0776
16253,12903.82
16255,4767.5396
16256,5228.667
16257,6067.5776
16258,5177.764
16259,5051.8706
16260,6896.8203
16261,11555.088
16262,13483.135
16264,11789.52
16265,11199.041
16266,10709.329
16267,12665.0625
16268,13717.93
16269,13770.493
16270,5680.6704
16271,6421.0566
16272,5851.91
16273,6033.0522
16274,6407.2173
16275,4614.6084
16276,8423.166
16277,6506.4976
16278,8531.371
16279,7190.1284
16280,9238.611
16281,8058.38
16282,6764.2593
16283,9455.272
16284,10307.994
16285,11500.989
16286,8893.855
16287,5960.3867
16288,6238.2876
16289,6013.2764
16290,6891.1577
16291,5750.8545
16292,6540.3027
16293,8776.185
16294,8113.903
16295,9304.373
16296,8174.7285
16297,8701.348
16298,8680.617
16299,9552.649
16300,11419.045
16301,9121.781
16302,8980.035
16303,10663.17
16304,10569.711
16305,7288.5376
16306,9727.368
16307,10052.163
16308,9853.985
16309,10636.64
16310,10669.656
16312,11698.354
16313,4382.864
16315,4653.44
16316,4319.011
16317,4253.8496
16318,4834.966
16319,4060.9927
16320,5437.1406
16321,8328.525
16323,7863.915
16324,7976.3594
16325,4851.0913
16326,7486.6606
16327,7538.9
16328,8248.881
16329,6569.8936
16330,9389.204
16332,4094.4062
16333,4062.6821
16334,4133.6753
16336,4340.9316
16337,3100.9155
16338,3859.1106
16339,4710.3345
16340,3890.553
16341,5356.0176
16342,5346.8623
16343,4823.0405
16345,5125.08
16346,5262.8994
16347,4485.7
16348,4992.4863
16349,5178.318
16350,5205.6523
16351,10683.479
16353,11844.333
16354,11759.761
16355,11681.565
16356,12178.922
16357,11186.318
16358,12771.354
16359,9796.181
16360,6446.905
16361,9711.078
16363,9733.506
16364,7285.4844
16365,10036.151
16366,7022.8047
16367,7465.063
16368,11110.229
16369,4024.3372
16370,4478.627
16371,3923.3162
16372,4025.161
16373,4636.052
16374,4650.654
16375,5950.129
16377,5906.8325
16378,6113.267
16379,6607.2285
16380,6712.636
16381,7062.5747
16383,6014.9644
16386,6879.3643
16387,9551.975
16388,4291.359
16389,8228.142
16390,7524.569
16391,7011.0513
16392,8333.795
16393,9000.267
16395,8892.868
16396,9026.08
16397,10239.789
16399,10769.489
16401,8177.899
16402,7975.344
16404,7903.7104
16405,7823.5415
16406,7923.987
16407,8137.1943
16408,8013.822
16409,7841.4927
16410,8906.206
16411,3433.5247
16412,4481.9526
16413,4643.98
16414,4722.594
16415,4552.1816
16416,5047.3887
16417,5381.0776
16418,8819.725
16419,3204.712
16420,7273.583
16421,5934.2827
16422,5478.5557
16423,4200.851
16424,7766.1484
16425,7854.1616
16426,7128.3667
16427,7222.641
16429,4216.0884
16431,4649.264
16432,4266.6636
16433,3758.8162
16434,3612.687
16435,6491.221
16436,6404.142
