15822,17887.848
15823,14550.736
15824,15243.06
15825,15221.303
15827,15285.0
15828,18144.04
15829,14815.217
15830,15170.669
15831,22009.338
15832,18778.203
15833,22034.152
15834,16320.629
15836,15311.031
15838,16627.973
15840,23403.523
15841,14625.521
15842,16905.432
15843,13257.624
15844,17426.785
15845,22979.875
15846,17064.035
15847,16481.793
15848,18477.53
15849,15470.861
15850,18551.29
15851,19410.188
15852,10101.673
15853,10270.428
15854,13258.494
15855,17606.865
15856,21663.701
15857,10690.77
15858,12465.133
15859,10260.01
15860,10452.584
15861,15398.375
15862,9980.059
15863,15334.597
15864,28098.445
15865,20064.75
15866,20233.953
15867,16069.292
15868,19718.137
15869,15754.506
15870,11934.76
15871,15821.463
15873,20863.18
15874,11720.281
15875,10294.005
15876,11183.904
15877,12457.218
15878,8646.402
15879,11708.762
15880,14445.39
15881,12374.586
15882,10742.449
15883,11132.037
15884,10275.834
15885,11993.504
15887,7233.0933
15888,11506.293
15889,11803.854
15890,17222.658
15891,14492.646
15892,17350.904
15893,18883.05
15894,15483.566
15895,13319.33
15897,17695.984
15898,18245.607
15899,16493.898
15900,36629.035
15901,36539.324
15902,34084.477
15903,33064.914
15904,22871.562
15905,29454.652
15906,43472.164
15907,45170.44
15908,25880.0
15909,25159.941
15910,34487.22
15912,24506.719
15913,46772.152
15914,27785.715
15915,30147.729
15916,27167.086
15918,23375.262
15919,27512.102
15920,26790.123
15921,21598.316
15922,27464.734
15923,24852.15
15924,28039.809
15925,19577.66
15926,27938.912
15927,28870.498
15928,23559.79
15929,16317.393
15930,15007.082
15932,19304.082
15933,13110.565
15934,14976.764
15935,15507.121
15936,8196.729
15937,8811.909
15939,8532.926
15940,8476.705
15941,8350.338
15942,11285.982
15943,14451.694
15944,13001.057
15945,13235.201
15947,12939.84
15949,14996.32
15950,16829.453
15951,16971.98
15952,31080.844
15953,27042.477
15954,23224.848
15955,26336.133
15957,23622.785
15958,23051.41
15959,29783.434
15960,10471.757
15961,2146.9243
15962,3014.6985
15963,3923.252
15964,3748.8904
15965,4410.204
15966,6954.789
15967,15566.971
15968,12257.881
15969,11404.943
15970,15055.127
15971,19771.926
15972,14386.4
15973,10831.32
15974,5584.7773
16239,6051.168
16240,5833.0205
16241,5442.1377
16243,7205.384
16244,5986.158
16246,5971.942
16247,6267.616
16248,22075.016
16249,12290.125
16252,4429.381
16253,11884.522
16255,3781.943
16256,4299.1504
16257,3936.5488
16258,4112.789
16259,5202.7153
16260,7466.454
16261,12784.17
16262,14370.199
16264,12239.859
16265,11930.887
16266,11037.586
16267,12961.236
16268,13507.385
16269,13050.597
16270,5694.1436
16271,5158.4927
16272,4789.218
16273,5512.535
16274,4777.8545
16275,5515.9893
16276,9146.232
16277,7289.4863
16278,7703.307
16279,6603.5938
16280,7948.4604
16281,7100.9326
16282,8897.38
16283,6873.7754
16284,9860.776
16285,10362.765
16286,12222.358
16287,5009.2715
16288,4333.1465
16289,6078.993
16290,3746.8728
16291,4035.664
16292,6651.08
16293,6166.1157
16294,6938.336
16295,7413.4243
16296,7094.771
16297,6983.188
16298,8338.887
16299,8883.77
16300,12616.303
16301,8880.977
16302,13092.901
16303,14102.428
16304,10637.326
16305,10168.101
16306,8960.148
16307,9410.477
16308,9470.455
16309,9082.28
16310,9324.488
16312,11821.459
16313,3646.0156
16315,4518.4697
16316,5346.808
16317,3993.766
16318,5192.9355
16319,3052.0425
16320,5813.998
16321,5758.3975
16323,6381.332
16324,7706.49
16325,7008.257
16326,6470.289
16327,6324.9336
16328,7602.9004
16329,6164.244
16330,10543.692
16332,3509.8372
16333,3662.3374
16334,3539.2688
16336,6381.1553
16337,4659.3594
16338,3041.585
16339,3797.2212
16340,3725.3384
16341,3991.0415
16342,5177.793
16343,4491.665
16345,4404.699
16346,4417.471
16347,4529.8306
16348,4139.3496
16349,3565.197
16350,6448.749
16351,12349.4
16353,11159.889
16354,11370.721
16355,11404.809
16356,10900.531
16357,11263.391
16358,12422.135
16359,17208.107
16360,11371.566
16361,14303.066
16363,15287.775
16364,13352.68
16365,13178.055
16366,12589.797
16367,11906.971
16368,23079.611
16369,5239.29
16370,3712.5503
16371,3486.9424
16372,3518.144
16373,3634.425
16374,4731.5635
16375,6618.5225
16377,5411.704
16378,6600.5137
16379,6283.5063
16380,5932.2583
16381,8183.8203
16383,5707.7354
16386,5699.157
16387,11995.082
16388,7887.7583
16389,7690.625
16390,7015.745
16391,6707.831
16392,7361.9214
16393,9585.873
16395,7200.4277
16396,8586.851
16397,8793.201
16399,15427.309
16401,7477.5127
16402,6281.6826
16404,6086.289
16405,5961.9053
16406,6080.91
16407,5552.801
16408,6397.335
16409,6821.8555
16410,6852.884
16411,3377.1245
16412,4104.832
16413,4753.7715
16414,4243.419
16415,3708.3296
16416,6292.2915
16417,6298.5366
16418,6982.9336
16419,7017.1523
16420,8102.83
16421,4838.6836
16422,4475.949
16423,6529.22
16424,6963.3706
16425,7718.162
16426,5188.1025
16427,5512.395
16429,2952.31
16431,2955.073
16432,3220.4033
16433,2873.631
16434,2853.6772
16435,7517.261
16436,6601.472
